"","X","X.1","unique_quad","field_mission","sampling_site","site_blind_number","sampling_date","obs1","obs2","mud_google_percent","emerg_google_percent","other_google_percent","mud_planned_reps","emerg_planned_reps","other_planned_reps","mud_obs1_percent","emerg_obs1_percent","other_obs1_percent","mud_obs2_percent","emerg_obs2_percent","other_obs2_percent","mud_obsavg_percent","emerg_obsavg_percent","other_obsavg_percent","mud_actual_reps","emerg_actual_reps","other_actual_reps","sampling_start_time_cleaned","eval_obs","flowmeter_rotations","secchi_depth_cm","temp_C","salinity_brix","pH","nitrate_mg.L_NO3","nitrite_mg.L_NO2","phosphate_mg.L_PO4","oxygen_mg.L_o2","point_ID","lat","long","microhabitat_type","depth_cm_cleaned_agg","typha","phrag","cyperus","poa_grass","ludwigia","nymphaea","salvinia","ceratophyllum","potamogeton","pistia","azolla","ipomea","lemna","emergent_stems_cleaned","floating_veg_g_cleaned","number_scoops","field_count_biomph","field_count_bulinus","field_count_lymnaea","field_count_other","field_notes","date_plated","snail_voucher_values","lab_FTA_card","lab_notes","snail_photo_1","snail_photo_2","snail_photo_3","snail_photo_4","snail_photo_5","snail_photo_6","snail_photo_7","snail_photo_8","snail_photo_9","snail_photo_10","snail_photo_11","snail_photo_12","snail_photo_13","cerc_photo","snail_is_trunc_globo","snail_is_biomph","molec_conf_truncatus","molec_conf_globosus","molec_conf_schisto_haem","molec_conf_schisto_mans","molec_conf_schisto_bovis","molec_conf_hybrid","molec_conf_non_schisto","bulinus_mean_shell_height","biomph_mean_shell_height","site_FM_combo","include_in_which_analyses"
"1141",1141,1141,"22-May-17_Mbarigot 2_22",4,"Mbarigot 2",6,"22-May-17","IJ","AC",29,15,55,5,2,8,30,10,60,30,10,60,30,10,60,4,2,9,"13:00","Raphael",2,56,29,0,6.85,2.5,0.01,0.34,NA,22,16.0902166187658,-16.3640769712056,"other",23,0,0,0,1,1,0,0,1,0,0,1,0,0,0,10,3,1,8,3,0,"","23-May-17","65-29-B5_65-29-B6_71-29-B4_71-29-B5_71-29-B6_71-29-C1_71-29-C2_71-29-C3_71-29-C4_71-29-C5","_________","x","DSCN0436.JPG","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,3,0,0,0,0,0,0,0,5.43,4.58,"Mbarigot 2_FM_4","exclude"
"1142",1142,1142,"22-May-17_Mbarigot 2_23",4,"Mbarigot 2",6,"22-May-17","IJ","AC",29,15,55,5,2,8,30,10,60,30,10,60,30,10,60,4,2,9,"13:00","Raphael",2,56,29,0,6.85,2.5,0.01,0.34,NA,23,16.0902164887658,-16.3641527112056,"other",29,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 2_FM_4","exclude"
"1143",1143,1143,"22-May-17_Mbarigot 2_24",4,"Mbarigot 2",6,"22-May-17","IJ","AC",29,15,55,5,2,8,30,10,60,30,10,60,30,10,60,4,2,9,"13:00","Raphael",2,56,29,0,6.85,2.5,0.01,0.34,NA,24,16.0902244287658,-16.3640747612056,"other",15,0,0,0,1,1,0,0,1,0,0,1,0,0,0,50,3,10,NA,0,NA,"dead lymn; lots of plastic","23-May-17","72-43-A1_72-43-A2_72-43-A3_72-43-A4_72-43-A5_72-43-A6_72-43-B1_72-43-B2_72-43-B3_72-43-B4_72-43-B5_72-43-B6_72-43-C1_72-43-C2_72-43-C3_72-43-C4_72-43-C5_72-43-C6_72-43-D1_72-43-D2_72-43-D3_72-43-D4_72-43-D5_72-43-D6_73-50-A1_73-50-A2_73-50-A3_73-50-A4_73-50-A5_73-50-A6_73-50-B1_73-50-B2_73-50-B3_73-50-B4_73-50-B5_73-50-B6_73-50-C1_73-50-C2_73-50-C3_73-50-C4_73-50-C5_73-50-C6_73-50-D1_73-50-D2_73-50-D3_73-50-D4_73-50-D5_73-50-D6_74-50-A1_74-50-A2_74-50-A3_74-50-A4_74-50-A5_74-50-A6_74-50-B1_74-50-B2_74-50-B3_74-50-B4_74-50-B5_74-50-B6_74-50-C1_74-50-C2_74-50-C3_74-50-C4_74-50-C5_74-50-C6_74-50-D1","_1-C12R1-C12R9_________________________________________________________________","x dead","IMG_3001.JPG","lg","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",50,17,0,0,0,0,0,0,0,5.025,6.42142857142857,"Mbarigot 2_FM_4","exclude"
"1144",1144,1144,"22-May-17_Mbarigot 2_3",4,"Mbarigot 2",6,"22-May-17","IJ","AC",29,15,55,5,2,8,30,10,60,30,10,60,30,10,60,4,2,9,"13:00","Raphael",2,56,29,0,6.85,2.5,0.01,0.34,NA,3,16.0902513087658,-16.3641449212056,"other",16,0,0,1,0,0,0,1,0,0,0,1,0,0,0,500,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 2_FM_4","exclude"
"1145",1145,1145,"22-May-17_Mbarigot 2_30",4,"Mbarigot 2",6,"22-May-17","IJ","AC",29,15,55,5,2,8,30,10,60,30,10,60,30,10,60,4,2,9,"13:00","Raphael",2,56,29,0,6.85,2.5,0.01,0.34,NA,30,16.0902214887658,-16.3640428212056,"mud",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 2_FM_4","exclude"
"1146",1146,1146,"22-May-17_Mbarigot 2_6",4,"Mbarigot 2",6,"22-May-17","IJ","AC",29,15,55,5,2,8,30,10,60,30,10,60,30,10,60,4,2,9,"13:00","Raphael",2,56,29,0,6.85,2.5,0.01,0.34,NA,6,16.0902302687658,-16.3641119012056,"other",15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 2_FM_4","exclude"
"1147",1147,1147,"22-May-17_Mbarigot 2_8",4,"Mbarigot 2",6,"22-May-17","IJ","AC",29,15,55,5,2,8,30,10,60,30,10,60,30,10,60,4,2,9,"13:00","Raphael",2,56,29,0,6.85,2.5,0.01,0.34,NA,8,16.0902209487658,-16.3640249212056,"emergent",48,1,0,1,0,1,0,0,0,0,0,1,0,0,2,250,3,1,3,2,0,"plastic waste","23-May-17","71-12-A1_71-12-A2_71-12-A3_71-12-A4_71-12-A5","2-C6R1-C7R9____","x","DSCN0420.JPG","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,1,0,0,1,0,0,0,0,9.82333333333333,6.16,"Mbarigot 2_FM_4","exclude"
"1148",1148,1148,"22-May-17_Mbarigot 3_13",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,13,16.0935008048002,-16.3585552362195,"mud",43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,6,0,2,0,0,"2 dead lymn, 1 dead biomph","23-May-17","60-25-D4_60-25-D5","_","x","IMG_2904.JPG","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1149",1149,1149,"22-May-17_Mbarigot 3_15",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,15,16.0936488222633,-16.3584277288842,"other",30,0,0,0,1,0,0,0,1,0,0,1,0,0,0,400,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1150",1150,1150,"22-May-17_Mbarigot 3_17",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,17,16.093494214826,-16.3585384837976,"mud",28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,9,0,2,0,0,"","23-May-17","60-47-C6_60-47-D1_60-47-D2_60-47-D3","___","x","IMG_2900.JPG","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,0,0,0,0,0,0,0,0,3.8325,NA,"Mbarigot 3_FM_4","exclude"
"1151",1151,1151,"22-May-17_Mbarigot 3_18",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,18,16.093498097391,-16.3585378060628,"mud",NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,"1 dead lymn","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1152",1152,1152,"22-May-17_Mbarigot 3_19",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,19,16.093593735043,-16.3584917796537,"mud",47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1000,6,4,8,0,0,"3 biomph dead, 2 bulinus dead","23-May-17","60-32-A6_60-32-B1_60-32-B2_60-32-B3_60-32-B4_60-32-B5_60-32-B6_60-32-C1_60-32-C2_60-32-C3_60-32-C4_60-32-C5","___1-C9R12-C10R9________","x","IMG_2890.JPG","IMG_2872.JPG","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",8,4,0,0,0,0,0,0,0,4.6925,5.35666666666667,"Mbarigot 3_FM_4","exclude"
"1153",1153,1153,"22-May-17_Mbarigot 3_2",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,2,16.0934750511829,-16.3585776025229,"other",60,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2015,12,1,NA,13,NA,"","23-May-17","60-46-D6_61-46-A1_61-46-A2_61-46-A3_61-46-A4_61-46-A5_61-46-A6_61-46-B1_61-46-B2_61-46-B3_61-46-B4_61-46-B5_61-46-B6_61-46-C1_61-46-C2_61-46-C3_61-46-C4_61-46-C5_61-46-C6_61-46-D1_61-46-D2_61-46-D3_61-46-D4_61-46-D5_61-46-D6_62-46-A1_62-46-A2_62-46-A3_62-46-A4_62-46-A5_62-46-A6_62-46-B1_62-46-B2_62-46-B3_62-46-B4_62-46-B5_62-46-B6_62-46-C1_62-46-C2_62-46-C3_62-46-C4_62-46-C5_62-46-C6_62-46-D1_62-46-D2_62-46-D3_62-46-D4_62-46-D5_62-46-D6_63-46-A1_63-46-A2_63-46-A3_63-46-A4_63-46-A5_63-46-A6_63-46-B1_63-46-B2_63-46-B3_63-46-B4_63-46-B5_63-46-B6_63-46-C1_63-46-C2_63-46-C3_63-46-C4_63-46-C5_63-46-C6_63-46-D1_63-46-D2_63-46-D3_63-46-D4_63-46-D5_64-46-A1_64-46-A2_64-46-A3_64-46-A4_64-46-A5_64-46-A6_64-46-B1_64-46-B2_64-46-B3_64-46-B4_64-46-B5_64-46-B6_64-46-C1_64-46-C2_64-46-C3_64-46-C4_64-46-C5_64-46-C6_64-46-D1","__________________________________________________________________________________________","x","IMG_2954.JPG","IMG_2918.JPG","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",67,1,0,0,0,0,0,0,0,4.8462,NA,"Mbarigot 3_FM_4","exclude"
"1154",1154,1154,"22-May-17_Mbarigot 3_26",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,26,16.0935885036205,-16.3584897360221,"mud",52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1155",1155,1155,"22-May-17_Mbarigot 3_27",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,27,16.0935229938821,-16.3585575361515,"mud",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1156",1156,1156,"22-May-17_Mbarigot 3_3",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,3,16.0936485675759,-16.3584135243329,"other",10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,50,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1157",1157,1157,"22-May-17_Mbarigot 3_4",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,4,16.0936360010901,-16.358421458743,"emergent",20,1,0,0,1,1,0,0,0,0,0,1,0,0,2,20,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1158",1158,1158,"22-May-17_Mbarigot 3_5",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,5,16.0935044709799,-16.3585733095996,"mud",30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,3,3,2,0,0,"1 dead bulinus, 1 dead biomph","23-May-17","60-19-A1_60-19-A2_60-19-A3_60-19-A4_60-19-A5","____","x","IMG_2865.JPG","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,3,0,0,0,0,0,0,0,4.305,5.57333333333333,"Mbarigot 3_FM_4","exclude"
"1159",1159,1159,"22-May-17_Mbarigot 3_6",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,6,16.0935183256739,-16.358553405561,"mud",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1160",1160,1160,"22-May-17_Mbarigot 3_7",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,7,16.0935044709799,-16.3585733095996,"mud",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1161",1161,1161,"22-May-17_Mbarigot 3_8",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,8,16.0935011486656,-16.358562941866,"mud",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"3 dead lymn","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1162",1162,1162,"22-May-17_Mbarigot 3_9",4,"Mbarigot 3",4,"22-May-17","AC","IZ",76,16,8,12,2,1,75,12.5,12.5,50,20,30,62.5,16.25,21.25,10,2,3,"9:32","Raphael",3,60,24,0,6.8,1.8,0,0.2,NA,9,16.0936284624044,-16.3584261176087,"emergent",9,0,1,0,0,1,0,0,0,0,0,1,0,0,25,0,3,0,0,0,0,"","","--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0,0,0,0,0,0,0,0,0,NA,NA,"Mbarigot 3_FM_4","exclude"
"1163",1163,1163,"23-Aug-16_Ndiawdoune_1",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,1,16.067938,-16.393781,"other",20,0,0,0,0,1,0,0,1,0,0,1,0,NA,0,700,18,1,NA,4,2,"2 gyraulus, use lab data to count bulinus, 1 dead biomph, lymnaea and bulinids were separated in cerato",NA,"49, 11-6-A1_49, 11-6-A2_49, 11-6-A3_49, 11-6-A4_49, 11-6-A5_49, 11-6-A6_49, 11-6-B1_49, 11-6-B2_49, 11-6-B3_49, 11-6-B4_49, 11-6-B5_49, 11-6-B6_49, 11-6-C1_49, 11-6-C2_49, 11-6-C3_49, 11-6-C4_49, 11-6-C5_49, 11-7-A1_49, 11-7-A2_49, 11-7-A3_49, 11-7-A4_49, 11-7-A5_49, 11-7-A6_49, 11-7-B1_49, 11-7-B2_49, 11-7-B3_49, 11-7-B4_49, 11-7-B5_49, 11-7-B6_49, 11-7-C1_49, 11-7-C2_49, 11-7-C3_49, 11-7-C4_49, 11-7-C5_49, 11-7-C6_49, 11-7-D1_49, 11-7-D2_49, 11-7-D3_49, 11-7-D4_49, 11-7-D5_49, 11-7-D6_49, 11-8-A1_49, 11-8-A2_49, 11-8-A3_49, 11-8-A4_49, 11-8-A5_49, 11-8-A6_49, 11-8-B1_49, 11-8-B2_49, 11-8-B3_49, 11-8-B4_49, 11-8-B5_49, 11-8-B6_49, 11-8-C1_49, 11-8-C2_49, 11-8-C3_49, 11-8-C4_49, 11-8-C5_49, 11-8-C6_49, 11-8-D1_49, 11-8-D2_49, 11-8-D3_49, 11-8-D4_49, 11-8-D5_49, 11-8-D6_49, 11-9-A1_49, 11-9-A2_49, 11-9-A3_49, 11-9-A4_49, 11-9-A5_49, 11-9-A6_49, 11-9-B1_49, 11-9-B2_49, 11-9-B3_49, 11-9-B4_49, 11-9-B5_49, 11-9-B6","____________________________________________________________________________","rotifers dead","IMG_8973","IMG_8974","IMG_8975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,1,1,0,0,0,0,0,0,5.09125,7.58,"Ndiawdoune_FM_2","include_all"
"1164",1164,1164,"23-Aug-16_Ndiawdoune_12",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,12,16.067797,-16.393887,"emergent",52,1,0,0,0,1,0,0,1,0,0,0,0,NA,0,1300,3,0,3,2,0,"",NA,"17-10-C4_17-10-C5_17-10-C6_17-10-D1_17-10-D2_17-10-D3_17-10-D4_17-10-D5_17-11-A4_17-11-A5","_________","","IMG_8956","IMG_8957","IMG_8954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,2,0,0,0,0,0,0,5.60428571428571,NA,"Ndiawdoune_FM_2","include_all"
"1165",1165,1165,"23-Aug-16_Ndiawdoune_13",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,13,16.067814,-16.393819,"emergent",47,1,0,0,0,1,0,0,1,0,0,0,0,NA,0,0,3,0,0,0,0,"",NA,"na--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Ndiawdoune_FM_2","include_all"
"1166",1166,1166,"23-Aug-16_Ndiawdoune_14",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,14,16.067942,-16.393794,"mud",50,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,0,0,0,0,"",NA,"na--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Ndiawdoune_FM_2","include_all"
"1167",1167,1167,"23-Aug-16_Ndiawdoune_2",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,2,16.06781,-16.393838,"other",32,0,0,0,0,1,0,0,1,0,0,0,0,NA,0,1300,9,0,NA,0,0,"use lab data for bulinus count",NA,"15-10-D6_15-11-A6_15-11-B1_15-11-B2_15-11-B3_15-11-B4_15-11-B5_15-11-B6_15-12-A1_15-12-A2_15-12-A3_15-12-A4_15-12-A5_15-12-A6_15-12-B1_15-12-B2_15-12-B3_15-12-B4_15-12-B5_15-12-B6_15-12-C1_15-12-C2_15-12-C3_15-12-C4_15-12-C5_15-12-C6_15-12-D1_15-12-D2_15-12-D3_15-12-D4_15-12-D5_15-12-D6_15-13-A1_15-13-A2_15-13-A3","__________________________________","rotifer","IMG_8959","IMG_8960","IMG_8961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,2,0,0,0,0,0,0,4.50269230769231,NA,"Ndiawdoune_FM_2","include_all"
"1168",1168,1168,"23-Aug-16_Ndiawdoune_29",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,29,16.067968,-16.393869,"mud",48,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,0,0,0,0,"",NA,"na--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Ndiawdoune_FM_2","include_all"
"1169",1169,1169,"23-Aug-16_Ndiawdoune_3",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,3,16.068018,-16.393984,"emergent",50,0,0,0,0,1,0,0,1,0,0,0,1,NA,2,400,6,0,26,18,0,"",NA,"7-6-C6_7-6-D1_7-6-D2_7-6-D3_7-6-D4_7-6-D5_7-9-C1_7-9-C2_7-9-C3_7-9-C4_7-9-C5_7-9-C6_7-9-D1_7-9-D2_7-9-D3_7-9-D4_7-9-D5_7-9-D6_7-10-A1_7-10-A2_7-10-A3_7-10-A4","_____________________","rotifer","IMG_8934","IMG_8935","IMG-8872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,2,0,0,0,0,0,0,5.138,NA,"Ndiawdoune_FM_2","include_all"
"1170",1170,1170,"23-Aug-16_Ndiawdoune_4",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,4,16.068015,-16.393898,"mud",43,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,5,3,0,0,0,0,"",NA,"na--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Ndiawdoune_FM_2","include_all"
"1171",1171,1171,"23-Aug-16_Ndiawdoune_5",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,5,16.067988,-16.393861,"mud",17,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,0,0,0,0,"1 melanoides",NA,"na--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Ndiawdoune_FM_2","include_all"
"1172",1172,1172,"23-Aug-16_Ndiawdoune_55",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,55,16.067953,-16.393862,"mud",30,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,3,0,0,0,0,"",NA,"na--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Ndiawdoune_FM_2","include_all"
"1173",1173,1173,"23-Aug-16_Ndiawdoune_57",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,57,16.06785,-16.393879,"mud",53,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,100,3,0,0,0,0,"",NA,"na--","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Ndiawdoune_FM_2","include_all"
"1174",1174,1174,"23-Aug-16_Ndiawdoune_58",2,"Ndiawdoune",NA,"23-Aug-16","Andy","Izzy",39,39,22,6,6,3,50,20,30,50,30,20,50,25,25,8,4,3,"13:40","Raphael",4,75,32,0,7.75,0.38,0,0.93,NA,58,16.067876,-16.393845,"mud",29,0,0,0,0,0,0,0,1,1,0,0,0,NA,0,300,3,0,1,2,0,"1 melanoides",NA,"9-10-C3_9-11-A2_9-11-A3","__","","IMG_8948","IMG_8949","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,4.15,NA,"Ndiawdoune_FM_2","include_all"
